white_rank,white_username,white_elo,result,black_rank,black_username,black_elo,filename,date,day,month,year,white_result,black_result,type
GM,FormerProdigy,2933,0 - 1,FM,Karateloru,2758,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
FM,NikitaShandrygin,2688,0 - 1,GM,gurelediz,3053,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,rasmussvane,2941,1 - 0,FM,bascheyaro,2816,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,grzechu96,2737,½ - ½,GM,Volodar_Murzin,3017,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
GM,Prizant_academy,3183,0 - 1,FM,Alex_Sahakyan2006,2698,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
IM,jakopogi,2818,0 - 1,IM,Murad_Ibrahimli,2938,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
CM,MrLion3000,2725,0 - 1,GM,TigrVShlyape,2866,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
FM,RuperezA,2728,0 - 1,GM,Durarbayli,2925,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
IM,AradNazari,2821,0 - 1,GM,shimastream,3025,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,starworld123,2910,1 - 0,FM,Andrey_Klymchuk,2764,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,tetrix83,2561,0 - 1,GM,Jumbo,2921,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Nitzan_Steinberg,2907,1 - 0,FM,Hilary46,2627,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Hikaru,3276,1 - 0,GM,starworld123,2910,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Jumbo,2921,0 - 1,GM,HansOnTwitch,3128,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,mishanick,3038,1 - 0,GM,Nitzan_Steinberg,2907,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,FairChess_on_YouTube,3064,1 - 0,IM,Keranke,3025,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
IM,MITerryble,3011,½ - ½,GM,bancsoo,2843,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
FM,Iball95,2814,½ - ½,GM,Javokhir_Sindarov05,3126,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
IM,scarabee43,2909,1 - 0,GM,sergoy,2956,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,gurelediz,3053,1 - 0,GM,KNVB,2814,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,ViIIagra,2943,1 - 0,GM,rasmussvane,2941,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
CM,vovachesss,2810,0 - 1,IM,Murad_Ibrahimli,2938,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,TigrVShlyape,2866,1 - 0,FM,Karateloru,2758,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Durarbayli,2925,0 - 1,FM,Alex_Sahakyan2006,2698,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Msb2,3112,1 - 0,GM,theredking89,2746,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,GM_dmitrij,3002,1 - 0,GM,Zhigalko_Sergei,2912,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,FXDon77,2915,0 - 1,GM,AryanTari,2977,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,vi_pranav,3103,1 - 0,GM,KuzubovYuriy,2973,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,kpio91,2844,0 - 1,GM,Volodar_Murzin,3017,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,DominguezOnYoutube,2968,1 - 0,FM,luckyswitchback,2750,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
IM,Adar_07,2851,0 - 1,IM,pheonixking2000,2919,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,tptagain,2995,½ - ½,GM,grzechu96,2737,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
FM,temus_galaktionov,2853,1 - 0,IM,klimkoj,2930,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
FM,FREDERICKtheMATE,2740,½ - ½,GM,Sanan_Sjugirov,2931,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
FM,Gunner214,2713,0 - 1,GM,Firouzja2003,3188,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
FM,SuperPower2011,2728,0 - 1,GM,Duhless,3105,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
IM,Murad_Ibrahimli,2938,½ - ½,GM,Hikaru,3276,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
GM,HansOnTwitch,3128,½ - ½,GM,TigrVShlyape,2866,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
IM,scarabee43,2909,0 - 1,GM,mishanick,3038,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,ViIIagra,2943,0 - 1,GM,FairChess_on_YouTube,3064,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
FM,Alex_Sahakyan2006,2698,0 - 1,IM,MITerryble,3011,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Volodar_Murzin,3017,½ - ½,GM,Msb2,3112,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
GM,GM_dmitrij,3002,1 - 0,GM,DominguezOnYoutube,2968,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,AryanTari,2977,1 - 0,IM,pheonixking2000,2919,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,bancsoo,2843,0 - 1,GM,Javokhir_Sindarov05,3126,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,vi_pranav,3103,1 - 0,FM,temus_galaktionov,2853,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Firouzja2003,3188,1 - 0,FM,Iball95,2814,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Duhless,3105,1 - 0,CM,vovachesss,2810,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,DenLaz,3104,1 - 0,IM,c63_amg,2903,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
FM,RandomNoob04,2712,1 - 0,GM,viditchess,3013,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
FM,Karateloru,2758,0 - 1,GM,lachesisQ,3164,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
FM,NikitaShandrygin,2688,0 - 1,GM,Salem-AR,3104,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,BilodeauA,3003,1 - 0,GM,grzechu96,2737,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,frederiksvane,3060,1 - 0,FM,bascheyaro,2816,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,sergoy,2956,1 - 0,IM,PavelShkapenko,2778,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
IM,Athanasios2,2836,0 - 1,FM,rezamahdavi2008,3006,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
IM,jakopogi,2818,0 - 1,GM,FormerProdigy,2933,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,rasmussvane,2941,1 - 0,FM,suyu28,2750,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
FM,KnightDuta,2704,0 - 1,IM,Szparu,2863,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Prizant_academy,3183,1 - 0,CM,MrLion3000,2725,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Hikaru,3276,1 - 0,GM,FairChess_on_YouTube,3064,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Javokhir_Sindarov05,3126,1 - 0,GM,HansOnTwitch,3128,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
IM,MITerryble,3011,0 - 1,GM,vi_pranav,3103,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
IM,Murad_Ibrahimli,2938,½ - ½,GM,GM_dmitrij,3002,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
GM,TigrVShlyape,2866,1 - 0,GM,AryanTari,2977,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Firouzja2003,3188,1 - 0,GM,evgchess5,2903,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
IM,Keranke,3025,0 - 1,GM,Duhless,3105,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Angry_Twin,2977,1 - 0,GM,DenLaz,3104,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,lachesisQ,3164,1 - 0,IM,MatthewG-p4p,2948,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Msb2,3112,1 - 0,IM,scarabee43,2909,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Salem-AR,3104,1 - 0,IM,IlyaGrigorjev,2830,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Kiborg95,2839,1 - 0,GM,BilodeauA,3003,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,frederiksvane,3060,0 - 1,GM,ViIIagra,2943,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,KNVB,2814,0 - 1,GM,sergoy,2956,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
FM,rezamahdavi2008,3006,½ - ½,NM,MightyGMpretender,2882,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
GM,FormerProdigy,2933,1 - 0,GM,K_A_S_T_O_R,2838,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,gurelediz,3053,1 - 0,GM,JSPrepz,2798,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
IM,RobertoJBM,2875,0 - 1,GM,Volodar_Murzin,3017,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,rasmussvane,2941,0 - 1,FM,RandomNoob04,2712,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
IM,Szparu,2863,1 - 0,FM,Alex_Sahakyan2006,2698,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Evgeny81,2787,0 - 1,GM,Prizant_academy,3183,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Jumbo,2921,½ - ½,FM,Dolphin_2010,2808,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
GM,DominguezOnYoutube,2968,1 - 0,IM,Sl4werThanYou,2730,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,mishanick,3038,½ - ½,GM,Hikaru,3276,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
GM,TigrVShlyape,2866,0 - 1,GM,Javokhir_Sindarov05,3126,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,vi_pranav,3103,0 - 1,GM,Firouzja2003,3188,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Duhless,3105,1 - 0,GM,Volodar_Murzin,3017,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,FairChess_on_YouTube,3064,1 - 0,IM,Murad_Ibrahimli,2938,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,lachesisQ,3164,1 - 0,IM,Szparu,2863,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Prizant_academy,3183,0 - 1,GM,Msb2,3112,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Nitzan_Steinberg,2907,1 - 0,GM,Salem-AR,3104,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,GM_dmitrij,3002,1 - 0,GM,Angry_Twin,2977,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,sergoy,2956,1 - 0,GM,Kiborg95,2839,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,ViIIagra,2943,½ - ½,GM,FormerProdigy,2933,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
FM,RandomNoob04,2712,0 - 1,GM,gurelediz,3053,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,FGHSMN,2857,1 - 0,IM,MITerryble,3011,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,AryanTari,2977,1 - 0,FM,ilqar_74,2849,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,kleinebeer98,2901,1 - 0,FM,rezamahdavi2008,3006,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
NM,MightyGMpretender,2882,1 - 0,GM,DominguezOnYoutube,2968,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Lestofante90,2948,1 - 0,GM,KuzubovYuriy,2973,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
IM,Individoom,2709,1 - 0,GM,tptagain,2995,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
FM,twofoxniel,2803,1 - 0,GM,Jumbo,2921,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
FM,Dolphin_2010,2808,0 - 1,GM,bancsoo,2843,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,DenLaz,3104,1 - 0,IM,jakopogi,2818,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Matibar,2820,0 - 1,GM,viditchess,3013,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
FM,KnightDuta,2704,0 - 1,GM,frederiksvane,3060,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
CM,MrLion3000,2725,0 - 1,GM,rasmussvane,2941,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Javokhir_Sindarov05,3126,0 - 1,GM,mishanick,3038,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Hikaru,3276,1 - 0,GM,Msb2,3112,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Duhless,3105,1 - 0,GM,GM_dmitrij,3002,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,sergoy,2956,0 - 1,GM,FairChess_on_YouTube,3064,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Nitzan_Steinberg,2907,0 - 1,GM,lachesisQ,3164,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,gurelediz,3053,0 - 1,GM,HansOnTwitch,3128,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,bancsoo,2843,0 - 1,GM,vi_pranav,3103,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,kleinebeer98,2901,0 - 1,GM,AryanTari,2977,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,FormerProdigy,2933,1 - 0,NM,MightyGMpretender,2882,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,ViIIagra,2943,0 - 1,GM,Lestofante90,2948,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
IM,Individoom,2709,0 - 1,GM,TigrVShlyape,2866,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
FM,twofoxniel,2803,0 - 1,GM,FGHSMN,2857,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
IM,IlyaGrigorjev,2830,0 - 1,GM,DenLaz,3104,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,viditchess,3013,0 - 1,GM,Kiborg95,2839,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Salem-AR,3104,0 - 1,FM,Eagle_2019,2902,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,JSPrepz,2798,0 - 1,GM,frederiksvane,3060,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Volodar_Murzin,3017,1 - 0,FM,RandomNoob04,2712,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,rasmussvane,2941,0 - 1,GM,Cayse,2795,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
IM,Murad_Ibrahimli,2938,1 - 0,FM,Alex_Sahakyan2006,2698,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
IM,Szparu,2863,1 - 0,GM,grzechu96,2737,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
NM,traviscottofficial,2726,0 - 1,IM,pheonixking2000,2919,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Prizant_academy,3183,0 - 1,FM,bascheyaro,2816,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Durarbayli,2925,1 - 0,GM,ValentinDragnev,2752,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
FM,ReadySkate,2822,1 - 0,FM,RuperezA,2728,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,theredking89,2746,1 - 0,GM,Anton_Demchenko,2898,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,mishanick,3038,½ - ½,GM,Duhless,3105,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
GM,lachesisQ,3164,0 - 1,GM,Hikaru,3276,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,HansOnTwitch,3128,1 - 0,GM,FairChess_on_YouTube,3064,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,FormerProdigy,2933,0 - 1,GM,Javokhir_Sindarov05,3126,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Lestofante90,2948,½ - ½,GM,vi_pranav,3103,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
GM,AryanTari,2977,1 - 0,GM,FGHSMN,2857,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,DenLaz,3104,1 - 0,GM,TigrVShlyape,2866,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Msb2,3112,½ - ½,GM,Nitzan_Steinberg,2907,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
GM,GM_dmitrij,3002,1 - 0,FM,ReadySkate,2822,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Angry_Twin,2977,0 - 1,GM,sergoy,2956,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,frederiksvane,3060,1 - 0,IM,MatthewG-p4p,2948,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Kiborg95,2839,0 - 1,GM,gurelediz,3053,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,FXDon77,2915,1 - 0,GM,Volodar_Murzin,3017,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
FM,Eagle_2019,2902,0 - 1,IM,Murad_Ibrahimli,2938,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Cayse,2795,½ - ½,IM,Szparu,2863,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
FM,bascheyaro,2816,0 - 1,IM,pheonixking2000,2919,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
IM,MITerryble,3011,0 - 1,GM,theredking89,2746,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,BirdMaster3000,2708,½ - ½,FM,rezamahdavi2008,3006,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,½,½,early
FM,PeshkaCh,2832,1 - 0,GM,tptagain,2995,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,Jumbo,2921,0 - 1,IM,Individoom,2709,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,0,1,early
GM,Zhigalko_Sergei,2912,1 - 0,GM,chessfatbear,2859,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
GM,bancsoo,2843,1 - 0,NM,Abund,2734,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
FM,FREDERICKtheMATE,2740,1 - 0,FM,Iball95,2814,early-titled-tuesday-blitz-june-11-2024-4814658_pairings,june-11-2024,11,june,2024,1,0,early
